2459062.4528567279 0.9992035031 0.0007848054 TESS
2459062.4542456339 1.0010946989 0.0007851777 TESS
2459062.4556345399 1.0000835657 0.0007850920 TESS
2459062.4570234460 1.0014874935 0.0007856334 TESS
2459062.4584123520 0.9990230203 0.0007846145 TESS
2459062.4598012581 1.0011693239 0.0007855083 TESS
2459062.4611901646 0.9996594787 0.0007848855 TESS
2459062.4625790701 0.9995490313 0.0007846320 TESS
2459062.4639679762 0.9995216727 0.0007852913 TESS
2459062.4653568822 1.0001714230 0.0007849848 TESS
2459062.4667457882 1.0007672310 0.0007855670 TESS
2459062.4681346943 0.9997360110 0.0007851792 TESS
2459062.4695236003 0.9986817241 0.0007851411 TESS
2459062.4709125063 1.0002630949 0.0007857223 TESS
2459062.4723014119 0.9989480972 0.0007850131 TESS
2459062.4736903179 0.9982616901 0.0007847007 TESS
2459062.4750792240 0.9997777343 0.0007851401 TESS
2459062.4764681300 1.0003019571 0.0007852016 TESS
2459062.4778570361 0.9988300204 0.0007848538 TESS
2459062.4792459421 1.0003520250 0.0007851048 TESS
2459062.4806348481 1.0003299713 0.0007848044 TESS
2459062.4820237537 0.9994431734 0.0007849160 TESS
2459062.4834126597 0.9991995692 0.0007847439 TESS
2459062.4848015658 0.9986147881 0.0007844392 TESS
2459062.4861904718 0.9997082353 0.0007849810 TESS
2459062.4875793774 0.9999669790 0.0007850208 TESS
2459062.4889682834 0.9993370771 0.0007847979 TESS
2459062.4903571894 1.0002765656 0.0007848923 TESS
2459062.4917460955 0.9992254972 0.0007847157 TESS
2459062.4931350010 0.9994385242 0.0007848341 TESS
2459062.4945239071 1.0007033348 0.0007851159 TESS
2459062.4959128127 0.9983334541 0.0007849128 TESS
2459062.4973017187 1.0005571842 0.0007851706 TESS
2459062.4986906247 0.9987693429 0.0007846322 TESS
2459062.5000795308 0.9989849329 0.0007851659 TESS
2459062.5014684368 0.9993073344 0.0007852336 TESS
2459062.5028573419 0.9994459152 0.0007851406 TESS
2459062.5042462479 0.9999189973 0.0007848726 TESS
2459062.5056351540 0.9980523586 0.0007843698 TESS
2459062.5070240600 0.9987171888 0.0007850991 TESS
2459062.5084129656 0.9996011853 0.0007846847 TESS
2459062.5098018716 1.0006788969 0.0007853661 TESS
2459062.5111907776 1.0007624626 0.0007852872 TESS
2459062.5125796837 0.9996283650 0.0007845748 TESS
2459062.5139685888 0.9999315739 0.0007849769 TESS
2459062.5153574948 1.0000689030 0.0007846284 TESS
2459062.5167464009 1.0001487732 0.0007855742 TESS
2459062.5181353064 0.9992691875 0.0007849630 TESS
2459062.5195242125 0.9972322583 0.0007844319 TESS
2459062.5209131180 0.9981319308 0.0007849342 TESS
2459062.5223020241 0.9999579787 0.0007853073 TESS
2459062.5236909296 0.9997039437 0.0007850316 TESS
2459062.5250798352 0.9984564185 0.0007847912 TESS
2459062.5264687412 0.9990530610 0.0007851704 TESS
2459062.5278576468 1.0004342794 0.0007848415 TESS
2459062.5292465528 0.9996774197 0.0007847327 TESS
2459062.5306354589 0.9986868501 0.0007846187 TESS
2459062.5320243645 1.0008951426 0.0007852695 TESS
2459062.5334132700 0.9997432232 0.0007844726 TESS
2459062.5348021756 0.9996730089 0.0007848435 TESS
2459062.5361910816 1.0000381470 0.0007850240 TESS
2459062.5375799872 0.9995940924 0.0007854269 TESS
2459062.5389688932 0.9998298287 0.0007849765 TESS
2459062.5403577988 0.9996027946 0.0007854020 TESS
