# Parameter Name     	 	 Median       	 	 Upper 68 CI  	 	 Lower 68 CI 
mflux_TESS         	 	 -0.0003024216 	 	 0.0042367777 	 	 0.0044120529
sigma_w_TESS       	 	 16.8129132237 	 	 16.9589113238 	 	 10.3771389903
GP_B_TESS          	 	 0.0000561924 	 	 0.0000242408 	 	 0.0000222420
GP_C_TESS          	 	 1950.8499889611 	 	 1506.9700803561 	 	 1221.1170834444
GP_L_TESS          	 	 92.8037775406 	 	 48.8541058484 	 	 38.9339716601
GP_Prot_TESS       	 	 31.1187909007 	 	 20.0835517345 	 	 17.3631198223
P_p1               	 	 2.1846699378 	 	 0.0000008843 	 	 0.0000008563
t0_p1              	 	 2458337.4290878987 	 	 0.0000835485 	 	 0.0000817585
p_p1               	 	 0.1026594150 	 	 0.0006719710 	 	 0.0007591788
b_p1               	 	 0.4631747112 	 	 0.0265665771 	 	 0.0336593803
q1_TESS            	 	 0.2455271649 	 	 0.0745142074 	 	 0.0569892199
q2_TESS            	 	 0.3776799031 	 	 0.1442213602 	 	 0.1254684707
a_p1               	 	 5.8393391434 	 	 0.0876116100 	 	 0.0764164539
