# Parameter Name     	 	 Median       	 	 Upper 68 CI  	 	 Lower 68 CI 
mflux_TESS         	 	 -0.0020338587 	 	 0.0030282038 	 	 0.0024562658
sigma_w_TESS       	 	 251.8057063884 	 	 13.0528257108 	 	 18.3380549089
GP_B_TESS          	 	 0.0000253993 	 	 0.0000098519 	 	 0.0000075782
GP_C_TESS          	 	 1964.3861433533 	 	 1467.4784555048 	 	 1137.8924782607
GP_L_TESS          	 	 224.0390538606 	 	 88.7319116546 	 	 77.4788674662
GP_Prot_TESS       	 	 32.3465483965 	 	 16.6923471135 	 	 20.4581894021
P_p1               	 	 2.1846701559 	 	 0.0000008979 	 	 0.0000009490
t0_p1              	 	 2459071.4769769120 	 	 0.0000763293 	 	 0.0000856724
p1_p1              	 	 0.0654085976 	 	 0.0394878528 	 	 0.0203645061
p2_p1              	 	 0.1290691434 	 	 0.0092842035 	 	 0.0296367553
b_p1               	 	 0.4641720118 	 	 0.0195441110 	 	 0.0329428929
q1_TESS            	 	 0.1613969940 	 	 0.0547381955 	 	 0.0316918016
q2_TESS            	 	 0.6582536599 	 	 0.1686981492 	 	 0.1783051004
a_p1               	 	 5.6365489262 	 	 0.2483776677 	 	 0.1685207376
