# Parameter Name     	 	 Median       	 	 Upper 68 CI  	 	 Lower 68 CI 
mflux_TESS         	 	 -0.0007768582 	 	 0.0038132657 	 	 0.0038342474
sigma_w_TESS       	 	 15.6164566023 	 	 16.4158531920 	 	 10.2800227466
GP_sigma_TESS      	 	 0.0000530288 	 	 0.0000149184 	 	 0.0000117424
GP_timescale_TESS  	 	 0.0107538587 	 	 0.0025365294 	 	 0.0023376874
GP_rho_TESS        	 	 60.9692325671 	 	 17.2130918827 	 	 17.4509220965
P_p1               	 	 2.1846699760 	 	 0.0000009043 	 	 0.0000008774
t0_p1              	 	 2458337.4290879420 	 	 0.0000880351 	 	 0.0000803396
p_p1               	 	 0.1026819088 	 	 0.0007193140 	 	 0.0007513247
b_p1               	 	 0.4662032622 	 	 0.0284817243 	 	 0.0350036430
q1_TESS            	 	 0.2430368697 	 	 0.0732388778 	 	 0.0594214776
q2_TESS            	 	 0.3820162332 	 	 0.1515941410 	 	 0.1219248538
a_p1               	 	 5.8305031332 	 	 0.0926911203 	 	 0.0863120661
