2458325.3002915350 1.0006495714 0.0007720405 TESS
2458325.3016804522 1.0007457733 0.0007726468 TESS
2458325.3030693694 1.0010658503 0.0007728304 TESS
2458325.3044582866 1.0003856421 0.0007725344 TESS
2458325.3058472038 1.0010811090 0.0007731336 TESS
2458325.3072361210 1.0025377274 0.0007737765 TESS
2458325.3086250382 1.0000568628 0.0007732875 TESS
2458325.3100139555 1.0016639233 0.0007739831 TESS
2458325.3114028727 1.0003870726 0.0007737894 TESS
2458325.3127917894 1.0029809475 0.0007743521 TESS
2458325.3141807062 1.0010341406 0.0007740249 TESS
2458325.3155696234 0.9989504218 0.0007735826 TESS
2458325.3169585406 0.9989914298 0.0007738587 TESS
2458325.3183474578 1.0002735853 0.0007740102 TESS
2458325.3197363750 1.0023628473 0.0007750421 TESS
2458325.3211252922 1.0002260208 0.0007747792 TESS
2458325.3225142094 1.0008462667 0.0007747035 TESS
2458325.3239031266 1.0008157492 0.0007749613 TESS
2458325.3252920439 0.9993467927 0.0007750799 TESS
2458325.3266809606 1.0005069971 0.0007752252 TESS
2458325.3280698778 0.9998003840 0.0007758263 TESS
2458325.3294587950 0.9999892116 0.0007752220 TESS
2458325.3308477122 0.9998751283 0.0007756938 TESS
2458325.3322366294 1.0000238419 0.0007758615 TESS
2458325.3336255462 1.0007795095 0.0007762648 TESS
2458325.3350144634 0.9996336699 0.0007762178 TESS
2458325.3364033806 1.0007942915 0.0007764354 TESS
2458325.3377922978 1.0007797480 0.0007772319 TESS
2458325.3391812146 0.9995341301 0.0007767697 TESS
2458325.3405701318 0.9994920492 0.0007771307 TESS
2458325.3419590490 0.9997751713 0.0007772817 TESS
2458325.3433479662 0.9990339875 0.0007772674 TESS
2458325.3447368830 0.9996857643 0.0007772855 TESS
2458325.3461258002 0.9998490810 0.0007783145 TESS
2458325.3475147174 0.9991202950 0.0007783378 TESS
2458325.3489036341 1.0004162788 0.0007784335 TESS
2458325.3502925513 1.0018697977 0.0007792821 TESS
2458325.3516814681 1.0004727840 0.0007791768 TESS
2458325.3530703853 1.0007923841 0.0007790183 TESS
2458325.3544593025 0.9990361929 0.0007787277 TESS
2458325.3558482192 1.0005252361 0.0007794393 TESS
2458325.3572371365 1.0004705191 0.0007797215 TESS
2458325.3586260532 0.9992848039 0.0007797045 TESS
2458325.3600149704 1.0002340078 0.0007802074 TESS
2458325.3614038876 0.9995354414 0.0007802370 TESS
2458325.3627928044 0.9993865490 0.0007807122 TESS
2458325.3641817216 0.9998062253 0.0007805701 TESS
2458325.3655706383 0.9993224740 0.0007806807 TESS
2458325.3669595555 0.9990211129 0.0007814519 TESS
2458325.3683484723 0.9993368983 0.0007813365 TESS
2458325.3697373895 0.9994307160 0.0007820184 TESS
2458325.3711263062 0.9983107448 0.0007814270 TESS
2458325.3725152235 0.9998143911 0.0007822500 TESS
2458325.3739041402 0.9998944998 0.0007825047 TESS
2458325.3752930569 1.0000107288 0.0007824567 TESS
