# Parameter Name     	 	 Median       	 	 Upper 68 CI  	 	 Lower 68 CI 
mflux_TESS         	 	 0.0013312690 	 	 0.0028722331 	 	 0.0030275750
sigma_w_TESS       	 	 247.5044287049 	 	 11.8761326935 	 	 15.4120799974
GP_sigma_TESS      	 	 0.0000248941 	 	 0.0000092494 	 	 0.0000068581
GP_timescale_TESS  	 	 0.0050338737 	 	 0.0012059032 	 	 0.0012140521
GP_rho_TESS        	 	 58.3476498628 	 	 14.2122691041 	 	 16.6464555117
P_p1               	 	 2.1846703072 	 	 0.0000007925 	 	 0.0000010048
t0_p1              	 	 2459071.4769418454 	 	 0.0000807773 	 	 0.0000802930
p1_p1              	 	 0.0539615148 	 	 0.0475188484 	 	 0.0212506060
p2_p1              	 	 0.1344590580 	 	 0.0069010582 	 	 0.0310535796
b_p1               	 	 0.4543890681 	 	 0.0233276994 	 	 0.0280408110
q1_TESS            	 	 0.1881578817 	 	 0.0538618115 	 	 0.0491856191
q2_TESS            	 	 0.5538462817 	 	 0.2284633217 	 	 0.1416992461
a_p1               	 	 5.5936772824 	 	 0.2584919882 	 	 0.1190143060
