2459061.8556264541 0.9986384511 0.0007846059 TESS
2459061.8570153634 1.0000706911 0.0007854794 TESS
2459061.8584042736 0.9997057319 0.0007847500 TESS
2459061.8597931834 0.9998261929 0.0007858347 TESS
2459061.8611820932 1.0001478195 0.0007857482 TESS
2459061.8625710029 1.0017124414 0.0007854925 TESS
2459061.8639599127 0.9996720552 0.0007848983 TESS
2459061.8653488224 0.9999612570 0.0007853334 TESS
2459061.8667377322 0.9991698265 0.0007851577 TESS
2459061.8681266420 0.9999099970 0.0007852630 TESS
2459061.8695155517 1.0005050898 0.0007850853 TESS
2459061.8709044615 0.9995526671 0.0007851509 TESS
2459061.8722933712 0.9999030828 0.0007850748 TESS
2459061.8736822805 0.9997125268 0.0007852704 TESS
2459061.8750711903 1.0006777048 0.0007853155 TESS
2459061.8764601001 1.0012372732 0.0007854564 TESS
2459061.8778490094 0.9994544387 0.0007850281 TESS
2459061.8792379191 0.9998970628 0.0007848192 TESS
2459061.8834046479 1.0006908178 0.0007850971 TESS
2459061.8889602856 0.9987041354 0.0007846599 TESS
2459061.8931270144 1.0005949736 0.0007853835 TESS
2459061.8945159237 0.9991962910 0.0007850247 TESS
2459061.8959048335 0.9983853102 0.0007847479 TESS
2459061.8972937427 1.0000845194 0.0007852263 TESS
2459061.8986826520 1.0000787973 0.0007847351 TESS
2459061.9000715613 0.9991588593 0.0007848185 TESS
2459061.9014604706 0.9992707968 0.0007849011 TESS
2459061.9028493804 1.0005584955 0.0007853401 TESS
2459061.9042382897 0.9996227026 0.0007848016 TESS
2459061.9056271990 1.0001401901 0.0007847901 TESS
2459061.9070161083 0.9998580813 0.0007849974 TESS
2459061.9084050171 0.9998729229 0.0007848938 TESS
2459061.9097939269 0.9992473722 0.0007850337 TESS
2459061.9111828362 0.9998931885 0.0007850755 TESS
2459061.9125717455 0.9997121096 0.0007848579 TESS
2459061.9139606548 0.9991241693 0.0007848403 TESS
2459061.9153495640 0.9998955131 0.0007850199 TESS
2459061.9167384733 0.9993430972 0.0007848281 TESS
2459061.9195162915 1.0000890493 0.0007848953 TESS
2459061.9209052008 0.9999291897 0.0007851893 TESS
2459061.9222941101 1.0012178421 0.0007856036 TESS
2459061.9236830189 0.9999335408 0.0007852216 TESS
2459061.9250719282 0.9996706843 0.0007848660 TESS
2459061.9264608375 0.9988992214 0.0007846234 TESS
2459061.9278497468 0.9998535514 0.0007848815 TESS
2459061.9292386556 1.0003604889 0.0007855742 TESS
2459061.9306275644 0.9990276694 0.0007846011 TESS
2459061.9320164737 1.0003714561 0.0007854296 TESS
2459061.9334053830 0.9996569157 0.0007849783 TESS
2459061.9347942919 0.9999344945 0.0007851798 TESS
2459061.9361832011 1.0003633499 0.0007850737 TESS
2459061.9375721100 1.0007004738 0.0007852291 TESS
2459061.9389610188 1.0011894703 0.0007854965 TESS
2459061.9403499276 0.9992581606 0.0007850430 TESS
2459061.9417388369 0.9977291822 0.0007846382 TESS
2459061.9431277458 0.9991775751 0.0007844946 TESS
2459061.9445166551 1.0009622574 0.0007855264 TESS
2459061.9459055639 0.9993477464 0.0007850753 TESS
2459061.9472944732 1.0005257130 0.0007849442 TESS
