2459062.4528567279 TESS
2459062.4542456339 TESS
2459062.4556345399 TESS
2459062.4570234460 TESS
2459062.4584123520 TESS
2459062.4598012581 TESS
2459062.4611901646 TESS
2459062.4625790701 TESS
2459062.4639679762 TESS
2459062.4653568822 TESS
2459062.4667457882 TESS
2459062.4681346943 TESS
2459062.4695236003 TESS
2459062.4709125063 TESS
2459062.4723014119 TESS
2459062.4736903179 TESS
2459062.4750792240 TESS
2459062.4764681300 TESS
2459062.4778570361 TESS
2459062.4792459421 TESS
2459062.4806348481 TESS
2459062.4820237537 TESS
2459062.4834126597 TESS
2459062.4848015658 TESS
2459062.4861904718 TESS
2459062.4875793774 TESS
2459062.4889682834 TESS
2459062.4903571894 TESS
2459062.4917460955 TESS
2459062.4931350010 TESS
2459062.4945239071 TESS
2459062.4959128127 TESS
2459062.4973017187 TESS
2459062.4986906247 TESS
2459062.5000795308 TESS
2459062.5014684368 TESS
2459062.5028573419 TESS
2459062.5042462479 TESS
2459062.5056351540 TESS
2459062.5070240600 TESS
2459062.5084129656 TESS
2459062.5098018716 TESS
2459062.5111907776 TESS
2459062.5125796837 TESS
2459062.5139685888 TESS
2459062.5153574948 TESS
2459062.5167464009 TESS
2459062.5181353064 TESS
2459062.5195242125 TESS
2459062.5209131180 TESS
2459062.5223020241 TESS
2459062.5236909296 TESS
2459062.5250798352 TESS
2459062.5264687412 TESS
2459062.5278576468 TESS
2459062.5292465528 TESS
2459062.5306354589 TESS
2459062.5320243645 TESS
2459062.5334132700 TESS
2459062.5348021756 TESS
2459062.5361910816 TESS
2459062.5375799872 TESS
2459062.5389688932 TESS
2459062.5403577988 TESS
2459062.5417467048 TESS
2459062.5431356104 TESS
2459062.5445245160 TESS
2459062.5459134215 TESS
2459062.5473023271 TESS
2459062.5486912332 TESS
2459062.5500801387 TESS
2459062.5514690448 TESS
2459062.5528579503 TESS
2459062.5542468554 TESS
2459062.5556357615 TESS
2459062.5570246670 TESS
2459062.5584135731 TESS
2459062.5598024786 TESS
2459062.5611913842 TESS
2459062.5625802903 TESS
2459062.5639691958 TESS
2459062.5653581009 TESS
2459062.5667470065 TESS
2459062.5681359125 TESS
2459062.5695248181 TESS
2459062.5709137237 TESS
2459062.5723026292 TESS
2459062.5736915353 TESS
2459062.5750804404 TESS
2459062.5764693459 TESS
2459062.5778582515 TESS
2459062.5792471576 TESS
2459062.5806360631 TESS
2459062.5820249687 TESS
2459062.5834138743 TESS
2459062.5848027794 TESS
2459062.5861916849 TESS
2459062.5875805910 TESS
2459062.5889694965 TESS
2459062.5903584021 TESS
2459062.5917473077 TESS
2459062.5931362133 TESS
2459062.5945251188 TESS
2459062.5959140239 TESS
2459062.5973029295 TESS
2459062.5986918351 TESS
2459062.6000807406 TESS
2459062.6014696462 TESS
2459062.6028585518 TESS
2459062.6042474573 TESS
2459062.6056363625 TESS
2459062.6070252680 TESS
2459062.6084141736 TESS
2459062.6098030792 TESS
2459062.6111919847 TESS
2459062.6125808903 TESS
2459062.6139697959 TESS
2459062.6153587010 TESS
2459062.6167476065 TESS
2459062.6181365121 TESS
2459062.6195254177 TESS
2459062.6209143233 TESS
2459062.6223032288 TESS
2459062.6236921344 TESS
2459062.6250810400 TESS
2459062.6264699446 TESS
2459062.6278588502 TESS
2459062.6292477557 TESS
2459062.6306366613 TESS
2459062.6320255669 TESS
2459062.6334144725 TESS
2459062.6348033776 TESS
2459062.6361922827 TESS
2459062.6375811882 TESS
2459062.6389700938 TESS
2459062.6403589994 TESS
2459062.6417479045 TESS
2459062.6431368100 TESS
2459062.6445257156 TESS
2459062.6459146212 TESS
2459062.6473035258 TESS
2459062.6486924314 TESS
2459062.6500813370 TESS
2459062.6514702421 TESS
2459062.6528591476 TESS
2459062.6542480532 TESS
2459062.6556369583 TESS
2459062.6570258634 TESS
2459062.6584147690 TESS
2459062.6598036741 TESS
2459062.6611925797 TESS
2459062.6625814852 TESS
2459062.6639703903 TESS
2459062.6653592959 TESS
2459062.6667482005 TESS
2459062.6681371061 TESS
2459062.6695260117 TESS
2459062.6709149168 TESS
2459062.6723038224 TESS
2459062.6736927275 TESS
2459062.6750816330 TESS
2459062.6764705381 TESS
2459062.6778594432 TESS
2459062.6792483483 TESS
2459062.6806372539 TESS
2459062.6820261590 TESS
2459062.6834150646 TESS
2459062.6848039697 TESS
2459062.6861928753 TESS
2459062.6875817799 TESS
2459062.6889706855 TESS
2459062.6903595906 TESS
2459062.6917484961 TESS
2459062.6931374012 TESS
2459062.6945263064 TESS
2459062.6959152119 TESS
2459062.6973041166 TESS
2459062.6986930221 TESS
2459062.7000819272 TESS
2459062.7014708323 TESS
2459062.7028597379 TESS
2459062.7042486430 TESS
2459062.7056375481 TESS
2459062.7070264537 TESS
2459062.7084153583 TESS
2459062.7098042634 TESS
2459062.7111931690 TESS
2459062.7125820741 TESS
2459062.7139709792 TESS
2459062.7153598843 TESS
2459062.7167487899 TESS
2459062.7181376945 TESS
2459062.7195265996 TESS
2459062.7209155047 TESS
2459062.7223044103 TESS
